product,rating,price,brand,gender,sentence_vector
  (0, 1989)	0.09132553041622382
  (0, 2071)	0.2907645442168083
  (0, 2096)	0.2503988057963211
  (0, 2144)	0.09636569741517495
  (0, 2202)	0.08991945091807987
  (0, 2235)	0.2123918670128952
  (0, 2265)	0.09302477095216141
  (0, 2294)	0.11669875392596392
  (0, 2314)	0.16595181310723067
  (0, 2362)	0.3132858506457957"
New Balance Men's 680v3,4.4,85.0,New Balance,Men,"  (0, 106)	0.07481746268265071
  (0, 129)	0.2407244271846767
  (0, 360)	0.04981760023652444
  (0, 401)	0.28879406853642353
  (0, 418)	0.23397958374003652
  (0, 456)	0.1326096181319831
  (0, 464)	0.05898151084730793
  (0, 506)	0.28879406853642353
  (0, 550)	0.28879406853642353
  (0, 581)	0.1877893350830862
  (0, 707)	0.06394935738310772
  (0, 732)	0.06243606973208143
  (0, 771)	0.2183733168057069
  (0, 931)	0.13323026503699398
  (0, 1026)	0.12905998020801326
  (0, 1231)	0.07195248418733119
  (0, 1241)	0.09364101539252406
  (0, 1264)	0.11466360251995786
  (0, 1404)	0.12849539336597962
  (0, 1444)	0.2710529941570027
  (0, 1460)	0.2487018837780329
  (0, 1493)	0.10197399815802911
  (0, 1557)	0.07149270896025779
  (0, 1595)	0.13709027731846185
  (0, 1637)	0.08908159232304694
  (0, 1661)	0.10821182697047908
  (0, 1697)	0.13103372749639233
  (0, 1718)	0.08495276166407201
  (0, 1773)	0.10382124724005445
  (0, 1800)	0.1457735748805733
  (0, 1816)	0.2068936016900524
  (0, 1848)	0.14883653197132357
  (0, 2064)	0.08931007781963389
  (0, 2202)	0.08931007781963389
  (0, 2291)	0.2487018837780329
  (0, 2345)	0.16232621886060394
  (0, 2362)	0.15558137541596373"
New Balance Men's 806 V1 Tennis,4.2,120.0,New Balance,Men,"  (0, 30)	0.21629706175525654
  (0, 111)	0.10524907651493925
  (0, 220)	0.12742330603848614
  (0, 259)	0.11299645037481354
  (0, 335)	0.20613184817740052
  (0, 360)	0.0921054767481785
  (0, 581)	0.08679877269243688
  (0, 644)	0.11578708710351948
  (0, 707)	0.059116517270460474
  (0, 732)	0.1731527795895216
  (0, 829)	0.1277909151286233
  (0, 1084)	0.2225321776391098
  (0, 1114)	0.09426752464661085
  (0, 1116)	0.09570711393275534
  (0, 1231)	0.13302964871501538
  (0, 1249)	0.20613184817740052
  (0, 1272)	0.1980150818932554
  (0, 1314)	0.06456848788979827
  (0, 1429)	0.1438236355001954
  (0, 1471)	0.2018702060915839
  (0, 1503)	0.15482286191079128
  (0, 1563)	0.2225321776391098
  (0, 1564)	0.18040725412584127
  (0, 1595)	0.06336498190402319
  (0, 1637)	0.08234943565573018
  (0, 1646)	0.1882605133585806
  (0, 1661)	0.10003394247802415
  (0, 1773)	0.047987585854370636
  (0, 1800)	0.13475703915799672
  (0, 1820)	0.14014399179114054
  (0, 1827)	0.10308169078190539
  (0, 1852)	0.16169497031901534
  (0, 1907)	0.15880458461414487
  (0, 1989)	0.08385166308257752
  (0, 2037)	0.3709397532597493
  (0, 2064)	0.08256065383457932
  (0, 2080)	0.1438236355001954
  (0, 2082)	0.266969055497495
  (0, 2091)	0.11530840471993024
  (0, 2120)	0.14479833782898788
  (0, 2235)	0.09750510724151835
  (0, 2265)	0.08541184175623334"
New Balance Men's 997H V1 Cross Trainer,4.4,95.0,New Balance,Men,"  (0, 96)	0.40683226298201836
  (0, 220)	0.1941794784256336
  (0, 348)	0.13989144312434054
  (0, 360)	0.1403588871701677
  (0, 464)	0.08308890017622492
  (0, 593)	0.19320877000510348
  (0, 644)	0.17644712636316348
  (0, 707)	0.09008724421614728
  (0, 732)	0.1759108673494251
  (0, 829)	0.09736983766421704
  (0, 849)	0.09757360218296267
  (0, 1112)	0.20720429853685698
  (0, 1231)	0.10136147226797318
  (0, 1241)	0.13191471138289593
  (0, 1292)	0.1771853233394223
  (0, 1314)	0.09839546383599562
  (0, 1515)	0.17499673683862146
  (0, 1557)	0.10071377407582784
  (0, 1595)	0.09656144954249309
  (0, 1637)	0.1254917248768076
  (0, 1800)	0.10267765133161413
  (0, 1827)	0.15708546241311003
  (0, 1833)	0.1254917248768076
  (0, 1890)	0.3818399164491055
  (0, 1960)	0.2873072334636457
  (0, 1965)	0.16570020835820665
  (0, 2080)	0.21917182495854648
  (0, 2091)	0.1757176656509385
  (0, 2202)	0.12581359877160792
  (0, 2351)	0.21223882706819985"
New Balance Men's CT300 V3,4.1,90.0,New Balance,Men,"  (0, 39)	0.1257322981698428
  (0, 86)	0.15247954521287668
  (0, 123)	0.13452153658968286
  (0, 183)	0.10210986590085736
  (0, 225)	0.12839066242272348
  (0, 246)	0.13452153658968286
  (0, 348)	0.06933875676411828
  (0, 352)	0.17365651942632
  (0, 360)	0.034785225314046375
  (0, 464)	0.041183941708261104
  (0, 556)	0.1400918094192735
  (0, 642)	0.15247954521287668
  (0, 701)	0.12328684011430063
  (0, 707)	0.08930549824553614
  (0, 728)	0.18047398239033258
  (0, 762)	0.2690430731793657
  (0, 983)	0.18926322081017263
  (0, 1116)	0.07229089170039697
  (0, 1143)	0.06815595425242918
  (0, 1159)	0.1592970081768893
  (0, 1182)	0.25406515184177353
  (0, 1231)	0.10048189244276973
  (0, 1283)	0.1421996738113789
  (0, 1292)	0.08782388516990122
  (0, 1314)	0.04877081100344721
  (0, 1503)	0.11694305975000276
  (0, 1557)	0.19967962950337484
  (0, 1595)	0.09572352265558445
  (0, 1602)	0.10392536523242525
  (0, 1643)	0.20165095660377585
  (0, 1718)	0.1779552371955878
  (0, 1773)	0.07249336500522219
  (0, 1800)	0.1526799752390638
  (0, 1833)	0.062201375529512985
  (0, 1858)	0.12328684011430063
  (0, 1929)	0.18926322081017263
  (0, 1937)	0.16337664802482219
  (0, 1957)	0.20165095660377585
  (0, 1960)	0.07120352014669154
  (0, 2064)	0.12472183184340875
  (0, 2098)	0.31139702160625227
  (0, 2168)	0.20165095660377585
  (0, 2179)	0.20165095660377585
  (0, 2195)	0.08535012519878372
  (0, 2293)	0.1003962252452676"
New Balance Men's Dynasoft Nitrel V6,4.4,53.0,New Balance,Men Men,"  (0, 40)	0.1397233205551398
  (0, 99)	0.11512119019083103
  (0, 106)	0.19026736575530792
  (0, 220)	0.11684665599342436
  (0, 360)	0.08446034945486508
  (0, 464)	0.049998384043870685
  (0, 498)	0.14314952329352673
  (0, 515)	0.10662049713587074
  (0, 581)	0.07959412331038827
  (0, 583)	0.21690503045289528
  (0, 683)	0.13101292615890217
  (0, 701)	0.14967345338762506
  (0, 732)	0.05292679939542409
  (0, 766)	0.07399997775962597
  (0, 829)	0.05859187602073826
  (0, 931)	0.22587749489263348
  (0, 1114)	0.08644293862856875
  (0, 1143)	0.16548622760438136
  (0, 1156)	0.1718555599739404
  (0, 1213)	0.21082356350211623
  (0, 1230)	0.14827363345153252
  (0, 1239)	0.22977050779840125
  (0, 1241)	0.07937910342741106
  (0, 1289)	0.12541878060813988
  (0, 1292)	0.10662049713587074
  (0, 1314)	0.0592090421056578
  (0, 1354)	0.12256423202727558
  (0, 1412)	0.11087761576967756
  (0, 1427)	0.08274311380219068
  (0, 1447)	0.1676813392748078
  (0, 1557)	0.06060407520223423
  (0, 1637)	0.07551409925285954
  (0, 1687)	0.1676813392748078
  (0, 1697)	0.11107675161162046
  (0, 1718)	0.07201410649285789
  (0, 1723)	0.175382854811882
  (0, 1773)	0.17601768814841462
  (0, 1858)	0.14967345338762506
  (0, 1877)	0.175382854811882
  (0, 1976)	0.11568747334216262
  (0, 2065)	0.17007512632868185
  (0, 2091)	0.21147468101935477
  (0, 2197)	0.18902207062496687
  (0, 2202)	0.07570778546812763
  (0, 2265)	0.07832231325438277
  (0, 2293)	0.12188364731880294
  (0, 2294)	0.09825465053911114
  (0, 2311)	0.29802093958251785
  (0, 2314)	0.1397233205551398"
New Balance Men's Dynasoft Nitrel V6 Gore-tex,4.0,76.0,New Balance,Men,"  (0, 360)	0.08952346604549938
  (0, 490)	0.37808659105230474
  (0, 556)	0.36054112717604286
  (0, 708)	0.188361048133054
  (0, 766)	0.15687205982664773
  (0, 834)	0.46446893152918245
  (0, 900)	0.36054112717604286
  (0, 1116)	0.18604827567197207
  (0, 1513)	0.32037562619665433
  (0, 1557)	0.1284741752456386
  (0, 1773)	0.18656936219264267
  (0, 1800)	0.13097936892978002
  (0, 1960)	0.18324980967130244
  (0, 2144)	0.17199799142258865
  (0, 2311)	0.21059086808397084"
New Balance Men's Dynasoft Tektrel V1,4.4,57.0,New Balance,Men,"  (0, 16)	0.15335631842994563
  (0, 60)	0.1864161102628811
  (0, 106)	0.05145554807986865
  (0, 211)	0.17104418246011932
  (0, 359)	0.08995660080596904
  (0, 360)	0.03426194677393918
  (0, 400)	0.1864161102628811
  (0, 434)	0.1864161102628811
  (0, 464)	0.08112881293769701
  (0, 581)	0.06457585444484071
  (0, 644)	0.086142348001661
  (0, 650)	0.1446992976343258
  (0, 707)	0.04398103217507592
  (0, 732)	0.08588054373466826
  (0, 814)	0.17104418246011932
  (0, 849)	0.14290772598451013
  (0, 855)	0.11712598431290619
  (0, 921)	0.13604227683870596
  (0, 931)	0.09162882651317687
  (0, 1067)	0.13798439062718384
  (0, 1076)	0.1161392624930719
  (0, 1116)	0.07120341068135766
  (0, 1198)	0.1864161102628811
  (0, 1205)	0.06790231583087815
  (0, 1215)	0.1569006831529836
  (0, 1217)	0.12143222059906092
  (0, 1231)	0.04948516531857396
  (0, 1289)	0.10175405651014442
  (0, 1314)	0.04803714553049647
  (0, 1339)	0.14229062691333857
  (0, 1427)	0.0671306756199397
  (0, 1496)	0.19861749578153892
  (0, 1515)	0.08543426075911838
  (0, 1525)	0.1473176717778206
  (0, 1544)	0.19056171235758848
  (0, 1595)	0.047141770803986335
  (0, 1697)	0.04505908128610267
  (0, 1701)	0.11518387052442829
  (0, 1773)	0.10710425723200863
  (0, 1777)	0.19861749578153892
  (0, 1844)	0.2893985952686516
  (0, 2066)	0.17775908946726127
  (0, 2088)	0.1864161102628811
  (0, 2120)	0.21545181106723962
  (0, 2123)	0.24768178264009624
  (0, 2235)	0.07254106731632981
  (0, 2290)	0.1569006831529836
  (0, 2291)	0.17104418246011932
  (0, 2311)	0.08059622166219053
  (0, 2337)	0.19861749578153892"
New Balance Men's Dynasoft Tektrel V1 Suede,4.5,66.0,New Balance,Men,"  (0, 106)	0.11759534116943388
  (0, 111)	0.1789504433763167
  (0, 360)	0.07830147516369913
  (0, 369)	0.2382807554989972
  (0, 397)	0.19136304469846865
  (0, 458)	0.19289138100238648
  (0, 464)	0.09270497343912476
  (0, 515)	0.1976913963134152
  (0, 829)	0.10863867731175028
  (0, 849)	0.21773204795216625
  (0, 1114)	0.16027898666744525
  (0, 1205)	0.15518241072726613
  (0, 1241)	0.14718151027446658
  (0, 1264)	0.18022404094676095
  (0, 1557)	0.11236961532588956
  (0, 1618)	0.26112236434756253
  (0, 1697)	0.30893100361476256
  (0, 1718)	0.13352563202452367
  (0, 1773)	0.08159121247947271
  (0, 1800)	0.34368233010548477
  (0, 1827)	0.17526533134743483
  (0, 1965)	0.18487708204254766
  (0, 1989)	0.14256934866634097
  (0, 2144)	0.3008752240834184
  (0, 2202)	0.2807486031868314
  (0, 2294)	0.18217978326072362"
New Balance Men's Fresh Foam 520 V9,4.4,60.0,New Balance,Men,"  (0, 28)	0.18394491994780587
  (0, 73)	0.11952385536644915
  (0, 106)	0.04174764244017552
  (0, 111)	0.06352938007825766
  (0, 112)	0.10889559695669698
  (0, 149)	0.09270131785415318
  (0, 218)	0.12442321550666519
  (0, 233)	0.10750007852387113
  (0, 348)	0.11082124075977874
  (0, 356)	0.13877398331728022
  (0, 357)	0.15124575301896115
  (0, 359)	0.07298486063644678
  (0, 360)	0.05559577369587272
  (0, 397)	0.06793599037928158
  (0, 459)	0.16114515354846304
  (0, 464)	0.06582257502848284
  (0, 473)	0.09057694154107708
  (0, 481)	0.06793599037928158
  (0, 482)	0.16114515354846304
  (0, 515)	0.1403652499277191
  (0, 559)	0.08067754101157518
  (0, 581)	0.05239259481693797
  (0, 583)	0.07138854542035597
  (0, 628)	0.12729887958287492
  (0, 636)	0.0892568943454775
  :	:
  (0, 1661)	0.060381473765338985
  (0, 1671)	0.0934526056172868
  (0, 1697)	0.10967391181774117
  (0, 1773)	0.08689733957943865
  (0, 1811)	0.16114515354846304
  (0, 1813)	0.11952385536644915
  (0, 1833)	0.0994138622443936
  (0, 1848)	0.08304978672065315
  (0, 1885)	0.11952385536644915
  (0, 1926)	0.11952385536644915
  (0, 1960)	0.0569008071197756
  (0, 1976)	0.07615093507060668
  (0, 1989)	0.050613690405263964
  (0, 1991)	0.09197245997390294
  (0, 2091)	0.06960128974272013
  (0, 2110)	0.15124575301896115
  (0, 2202)	0.04983442449703548
  (0, 2208)	0.10618003132827154
  (0, 2226)	0.144222016565669
  (0, 2235)	0.058855043888565065
  (0, 2242)	0.16114515354846304
  (0, 2265)	0.10311085926431945
  (0, 2294)	0.06467583133620138
  (0, 2311)	0.06539046554823615
  (0, 2371)	0.11195144580498427"
New Balance Men's Fresh Foam 680 V7,4.5,90.0,New Balance,Men,"  (0, 16)	0.2874826698472769
  (0, 18)	0.2874826698472769
  (0, 103)	0.164944858163211
  (0, 111)	0.1467860778574844
  (0, 360)	0.06422764991738347
  (0, 464)	0.15208455695631232
  (0, 537)	0.15635112876422852
  (0, 630)	0.24243785938619822
  (0, 707)	0.08244710541943268
  (0, 746)	0.2874826698472769
  (0, 766)	0.3376385271514393
  (0, 829)	0.0891120750826101
  (0, 1112)	0.18963167087051166
  (0, 1156)	0.1306871071882161
  (0, 1241)	0.12072725956257235
  (0, 1264)	0.1478307603327393
  (0, 1314)	0.09005071972471584
  (0, 1412)	0.16863318078347825
  (0, 1493)	0.13147060924801252
  (0, 1503)	0.2159243711685225
  (0, 1557)	0.09217241820047116
  (0, 1595)	0.08837224491828984
  (0, 1697)	0.08446802271737908
  (0, 1773)	0.26770437315571277
  (0, 1800)	0.0939697425225489
  (0, 1989)	0.11694408305779024
  (0, 2080)	0.200584252682555
  (0, 2202)	0.11514357144983804
  (0, 2284)	0.2141885037012678
  (0, 2293)	0.18537219609372535
  (0, 2311)	0.1510861581724376"
New Balance Men's Fresh Foam 680 V8,4.5,70.0,New Balance,Men,"  (0, 106)	0.04183649505526549
  (0, 111)	0.06366459134349466
  (0, 149)	0.0928986165285737
  (0, 150)	0.16148812305440277
  (0, 155)	0.1515676533680945
  (0, 220)	0.07707766163084379
  (0, 227)	0.08881132282626869
  (0, 233)	0.10772887379327852
  (0, 360)	0.05571409965614479
  (0, 397)	0.06808058035014225
  (0, 456)	0.14830552746199593
  (0, 458)	0.06862431136521294
  (0, 464)	0.03298133348068871
  (0, 473)	0.09076971884902468
  (0, 481)	0.06808058035014225
  (0, 510)	0.16148812305440277
  (0, 559)	0.08084924916271638
  (0, 581)	0.05250410336661249
  (0, 583)	0.07154048355571672
  (0, 644)	0.07003897637289823
  (0, 707)	0.03575925830703411
  (0, 708)	0.11722475313553211
  (0, 714)	0.1064060171062079
  (0, 732)	0.06982611355576357
  (0, 762)	0.32318662137983556
  :	:
  (0, 1718)	0.04750396051741883
  (0, 1751)	0.13906933966804572
  (0, 1773)	0.11610971399053457
  (0, 1800)	0.08151379672614431
  (0, 1833)	0.04981272370257144
  (0, 1848)	0.08322654378527947
  (0, 1905)	0.16148812305440277
  (0, 1909)	0.11218971503748357
  (0, 1915)	0.2079145725228118
  (0, 1938)	0.1515676533680945
  (0, 1989)	0.05072141286547968
  (0, 1991)	0.09216820740075822
  (0, 2064)	0.04994048842494256
  (0, 2083)	0.08084924916271638
  (0, 2144)	0.05352067819796278
  (0, 2193)	0.10912736234501205
  (0, 2195)	0.0683509354626676
  (0, 2202)	0.04994048842494256
  (0, 2235)	0.05898030664006601
  (0, 2265)	0.05166515642095909
  (0, 2275)	0.16148812305440277
  (0, 2279)	0.08881132282626869
  (0, 2314)	0.09216820740075822
  (0, 2345)	0.09076971884902468
  (0, 2371)	0.11218971503748357"
New Balance Men's Fresh Foam Arishi V3,4.4,75.0,New Balance,Men,"  (0, 28)	0.18259058361635683
  (0, 103)	0.14172586201917642
  (0, 106)	0.0828805318453108
  (0, 111)	0.12612326112149078
  (0, 220)	0.15269533408375766
  (0, 360)	0.05518643716071479
  (0, 456)	0.14690094109715052
  (0, 464)	0.19601382402393672
  (0, 515)	0.13933177883374176
  (0, 707)	0.07084117211457995
  (0, 732)	0.0691647976312057
  (0, 766)	0.09670324948651171
  (0, 770)	0.31991737137084525
  (0, 813)	0.31991737137084525
  (0, 829)	0.07656792577858815
  (0, 921)	0.2191261521563748
  (0, 984)	0.2470142425377345
  (0, 1010)	0.28632029829935507
  (0, 1114)	0.112963723958124
  (0, 1156)	0.1122905140984473
  (0, 1205)	0.10937168603968768
  (0, 1231)	0.07970679495417024
  (0, 1264)	0.12702088549117757
  (0, 1314)	0.07737443907347659
  (0, 1412)	0.14489498598328912
  (0, 1493)	0.112963723958124
  (0, 1595)	0.15186448039770276
  (0, 1637)	0.09868190506109407
  (0, 1661)	0.11987380284878038
  (0, 1687)	0.2191261521563748
  (0, 1697)	0.07257760845646041
  (0, 1773)	0.11501005085667737
  (0, 1800)	0.08074178795892112
  (0, 1976)	0.1511805129646281
  (0, 1989)	0.20096414236820534
  (0, 2091)	0.1381776688171704
  (0, 2208)	0.2107965133707778
  (0, 2235)	0.11684342046987393
  (0, 2311)	0.1298180267308886
  (0, 2340)	0.14234332681151413"
New Balance Men's Fresh Foam Arishi V4 Slip-Resistant,4.2,65.0,New Balance,Men,"  (0, 106)	0.041366454105188244
  (0, 149)	0.18370976593466165
  (0, 190)	0.10396963803355441
  (0, 230)	0.14290515776479287
  (0, 246)	0.10651851948129197
  (0, 259)	0.06758299975005352
  (0, 360)	0.0826322117827984
  (0, 464)	0.06522156389795881
  (0, 498)	0.09336737535616069
  (0, 537)	0.0670512860693899
  (0, 581)	0.05191420981561603
  (0, 642)	0.12073825365820286
  (0, 707)	0.03535749626347639
  (0, 714)	0.10521052533978559
  (0, 732)	0.03452080196886162
  (0, 756)	0.13309614643536666
  (0, 765)	0.14986476206001512
  (0, 766)	0.1447965080330025
  (0, 788)	0.14290515776479287
  (0, 814)	0.13750686928285133
  (0, 849)	0.038295746580065355
  (0, 876)	0.10058851731868683
  (0, 882)	0.10521052533978559
  (0, 911)	0.08844190971513714
  (0, 969)	0.09043141367290244
  :	:
  (0, 1585)	0.1293669334041409
  (0, 1595)	0.0378984962976879
  (0, 1602)	0.08229147779419199
  (0, 1610)	0.14290515776479287
  (0, 1637)	0.04925306831212436
  (0, 1646)	0.11259831777949243
  (0, 1661)	0.05983014410686377
  (0, 1697)	0.07244833599480224
  (0, 1752)	0.14986476206001512
  (0, 1773)	0.20090909886379416
  (0, 1800)	0.08059797377283652
  (0, 1801)	0.15967377338944133
  (0, 1820)	0.1676398033880767
  (0, 1824)	0.14290515776479287
  (0, 1827)	0.061652997587448355
  (0, 1989)	0.050151548180088226
  (0, 2064)	0.1481381927208836
  (0, 2120)	0.08660365875958431
  (0, 2202)	0.04937939757362787
  (0, 2248)	0.20117703463737366
  (0, 2265)	0.10216937719575962
  (0, 2304)	0.15967377338944133
  (0, 2340)	0.0710448951596762
  (0, 2341)	0.15967377338944133
  (0, 2362)	0.08602069082541776"
New Balance Men's Fresh Foam Arishi V4 Tira Lux,4.5,68.0,New Balance,Men Men,"  (0, 106)	0.07905656346168101
  (0, 259)	0.129159721911015
  (0, 360)	0.10528045548170453
  (0, 464)	0.12464671717468688
  (0, 481)	0.1286488438825779
  (0, 650)	0.2223167303267785
  (0, 655)	0.15822280910628458
  (0, 693)	0.2263396135602895
  (0, 707)	0.06757267954589045
  (0, 732)	0.13194730032503044
  (0, 829)	0.07303521042483165
  (0, 849)	0.07318805020417915
  (0, 1114)	0.10775176767242853
  (0, 1139)	0.24106300054586097
  (0, 1154)	0.1799529527403444
  (0, 1156)	0.10710961858373912
  (0, 1205)	0.20865092068775912
  (0, 1231)	0.07602925745436166
  (0, 1241)	0.09894664441369755
  (0, 1314)	0.07380451255236914
  (0, 1427)	0.20627981686778027
  (0, 1515)	0.13126162891164536
  (0, 1557)	0.07554343171109351
  (0, 1595)	0.07242885430889924
  (0, 1618)	0.17554638273096007
  (0, 1697)	0.2769159985384349
  (0, 1718)	0.0897661208082929
  (0, 1771)	0.3051569217663549
  (0, 1773)	0.16455552073287935
  (0, 1800)	0.15403299524423078
  (0, 1818)	0.18656907587849392
  (0, 1827)	0.11782673235614997
  (0, 1965)	0.12428848476274577
  (0, 1976)	0.14420529829205983
  (0, 1981)	0.14492211871512006
  (0, 2064)	0.18874063839518082
  (0, 2120)	0.16551062431725647
  (0, 2144)	0.10113564453427899
  (0, 2202)	0.09437031919759041
  (0, 2235)	0.2229049230209323
  (0, 2239)	0.1715234994974491"
New Balance Men's Fresh Foam Garoe V1,4.6,88.0,New Balance,Men,"  (0, 106)	0.07106703380930321
  (0, 360)	0.04732035748558483
  (0, 456)	0.12596220023122737
  (0, 458)	0.11657110017197614
  (0, 464)	0.11204980428937773
  (0, 558)	0.1934424554775225
  (0, 581)	0.08918794187116261
  (0, 583)	0.12152475863171365
  (0, 664)	0.25746572536915796
  (0, 668)	0.182997440535868
  (0, 707)	0.06074372185682783
  (0, 708)	0.09956397498601614
  (0, 766)	0.1658390202793139
  (0, 788)	0.24550921508934898
  (0, 849)	0.06579159794643044
  (0, 855)	0.16176674037546215
  (0, 858)	0.21670095005164933
  (0, 958)	0.1440015083825031
  (0, 965)	0.2286574603314583
  (0, 1138)	0.12596220023122737
  (0, 1205)	0.09378223252802091
  (0, 1231)	0.06834567015582806
  (0, 1314)	0.06634576003775657
  (0, 1404)	0.12205421217521913
  (0, 1429)	0.1477824356819322
  (0, 1493)	0.09686227405900749
  (0, 1557)	0.0679089424129253
  (0, 1564)	0.1853730323022596
  (0, 1567)	0.23623502520875211
  (0, 1595)	0.13021825418542396
  (0, 1661)	0.10278741473093012
  (0, 1697)	0.18669795810192297
  (0, 1718)	0.08069427335410388
  (0, 1773)	0.09861692475497315
  (0, 1827)	0.10591905346420659
  (0, 1852)	0.16614568577797736
  (0, 1960)	0.09686227405900749
  (0, 1975)	0.22225072051522216
  (0, 2064)	0.08483316718238854
  (0, 2235)	0.20037794468851414
  (0, 2265)	0.26328850540282944
  (0, 2311)	0.22262844818515873
  (0, 2362)	0.1477824356819322"
New Balance Men's Fresh Foam Garoé V1 Midcut,4.4,76.0,New Balance,Men,"  (0, 93)	0.12481298330955193
  (0, 106)	0.056208993784712655
  (0, 198)	0.17578458954132783
  (0, 278)	0.21696571123080752
  (0, 341)	0.21696571123080752
  (0, 360)	0.07485410709372893
  (0, 415)	0.14860981524121977
